gender,race,parental_education,lunch,test_preparation_course,math,reading,writing
-0.9680116278371388,-1.1347817807117098,-0.2709397145211053,-0.7205810725150014,0.6967052582972793,-0.8994485295248381,-0.2458322756545574,-0.4746758362857416
-0.9680116278371388,-1.1347817807117098,-0.965656931241888,-0.7205810725150014,-1.4338918618778869,0.22834502423841901,0.9874400102378732,0.9113353653272428
-0.9680116278371388,-0.48744476946715204,-0.965656931241888,-0.7205810725150014,0.6967052582972793,0.4937082133591854,0.7818946292558014,0.8453348319171007
1.0320123966197596,-0.48744476946715204,0.4237775021996773,-0.7205810725150014,-1.4338918618778869,0.6927306051997602,0.0967433593155622,0.6473332316866743
1.0320123966197596,-1.1347817807117098,0.4237775021996773,-0.7205810725150014,0.6967052582972793,1.7541833616828257,0.9874400102378732,1.4393396326083796
-0.9680116278371388,-1.1347817807117098,-0.965656931241888,-0.7205810725150014,-1.4338918618778869,0.029322632397844224,0.3708038672916579,0.5813326982765322
1.0320123966197596,-0.48744476946715204,-0.965656931241888,-0.7205810725150014,0.6967052582972793,-0.3687221512833054,-1.1365289265768683,-1.200681703797305
1.0320123966197596,1.4545662642665211,-0.965656931241888,-0.7205810725150014,0.6967052582972793,-0.3023813540031138,-0.8624684186007727,-1.200681703797305
-0.9680116278371388,-1.1347817807117098,-0.965656931241888,1.3863811278212594,0.6967052582972793,-1.761878894167329,-1.5476196885410118,-1.3326827706175892
-0.9680116278371388,-1.1347817807117098,1.11849471892046,1.3863811278212594,0.6967052582972793,-0.03701816488234737,0.8504097562498253,0.5153321648663901
-0.9680116278371388,0.15989224177740569,1.11849471892046,-0.7205810725150014,-1.4338918618778869,-0.9657893268050297,-0.656923037618701,-0.21067370264517318
-0.9680116278371388,1.4545662642665211,-0.2709397145211053,-0.7205810725150014,0.6967052582972793,0.09566342967803582,0.7818946292558014,0.31733056463596376
-0.9680116278371388,-1.1347817807117098,0.4237775021996773,-0.7205810725150014,0.6967052582972793,0.4273674160789938,0.6448643752677535,0.7133337650968165
